@relation InstanceResultListener

@attribute Key_Dataset {cpu}
@attribute Key_Run {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Fold {1,2,3,4,5,6,7,8,9,10}
@attribute Key_Scheme {weka.classifiers.functions.LinearRegression,weka.classifiers.functions.GaussianProcesses}
@attribute Key_Scheme_options {'-S 0 -R 1.0E-8 -num-decimal-places 4','-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1'}
@attribute Key_Scheme_version_ID {-3364580862046573747,-8620066949967678545}
@attribute Date_time numeric
@attribute Number_of_training_instances numeric
@attribute Number_of_testing_instances numeric
@attribute Mean_absolute_error numeric
@attribute Root_mean_squared_error numeric
@attribute Relative_absolute_error numeric
@attribute Root_relative_squared_error numeric
@attribute Correlation_coefficient numeric
@attribute Number_unclassified numeric
@attribute Percent_unclassified numeric
@attribute SF_prior_entropy numeric
@attribute SF_scheme_entropy numeric
@attribute SF_entropy_gain numeric
@attribute SF_mean_prior_entropy numeric
@attribute SF_mean_scheme_entropy numeric
@attribute SF_mean_entropy_gain numeric
@attribute Elapsed_Time_training numeric
@attribute Elapsed_Time_testing numeric
@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data
cpu,7,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,36.413596,42.533506,47.889323,49.359098,0.921537,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,7,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,61.882204,91.982749,74.578721,92.220261,0.567954,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,7,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,54.558849,91.775088,34.010765,29.534396,0.979006,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,7,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,29.367953,43.2556,29.643969,32.390565,0.952325,0,0,?,?,?,?,?,?,0.006,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,7,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,52.329139,116.519126,34.859839,42.551106,0.905442,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,7,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,189,20,29.902992,40.090756,37.567072,37.053725,0.940427,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17159,2794,?,?,?
cpu,8,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,35.504191,69.41688,31.150602,42.923782,0.911018,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,43.634432,69.952585,47.724366,59.351394,0.819544,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,42.390192,62.01135,35.186496,28.981771,0.960843,0,0,?,?,?,?,?,?,0.007,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,33.100495,46.474693,45.432999,51.970307,0.867272,0,0,?,?,?,?,?,?,0.001,0,0.01,0,10,0,4974,17074,2879,?,?,?
cpu,8,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,34.85552,40.895918,41.390327,36.706071,0.964816,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,36.460653,44.126619,43.786988,41.16613,0.951617,0,0,?,?,?,?,?,?,0.003,0.001,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,59.707805,121.129616,45.963828,47.961438,0.899616,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,35.570396,41.376822,43.773081,39.195967,0.930671,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,8,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,39.785003,68.385752,32.395297,27.557068,0.973749,0,0,?,?,?,?,?,?,0.001,0.001,0.01,0,10,0,4974,17074,2879,?,?,?
cpu,8,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,189,20,35.388575,53.446008,54.434878,76.324682,0.903055,0,0,?,?,?,?,?,?,0.013,0.001,0,0,0,0,4974,17159,2794,?,?,?
cpu,9,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,31.129183,49.25725,44.521491,66.17357,0.720048,0,0,?,?,?,?,?,?,0.006,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,34.554367,46.675407,37.655095,39.208407,0.938289,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,56.427735,115.384857,45.946982,46.588166,0.923113,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,53.476194,82.190572,56.776509,62.551603,0.803393,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,37.767754,64.493688,33.125708,31.704941,0.956166,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,29.297603,42.028683,35.243143,36.828699,0.954502,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,44.607331,65.587475,53.909771,61.854698,0.817161,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,32.326996,41.346257,47.235837,51.094552,0.912157,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,31.637466,37.303929,32.150093,25.832733,0.975853,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,9,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,189,20,48.474756,72.479688,34.580391,27.393939,0.962549,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17159,2794,?,?,?
cpu,10,1,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,50.870024,80.97735,45.997841,41.635787,0.912421,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,2,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,39.266525,56.795335,37.576168,41.190085,0.926995,0,0,?,?,?,?,?,?,0.003,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,3,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,44.088598,74.078628,49.56921,57.373984,0.837917,0,0,?,?,?,?,?,?,0.001,0.001,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,4,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,37.196471,48.946545,54.981473,63.761213,0.887532,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,5,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,52.369487,119.178818,41.393085,48.089823,0.93444,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4982,17074,2879,?,?,?
cpu,10,6,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,53.99105,82.361988,36.345335,29.464967,0.956834,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,7,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,34.928653,43.363592,46.872465,40.301418,0.916562,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,8,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,27.486347,39.399351,31.978293,35.141554,0.949243,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,9,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,188,21,29.622034,36.087233,36.425751,41.517796,0.951204,0,0,?,?,?,?,?,?,0.002,0,0,0,0,0,4974,17074,2879,?,?,?
cpu,10,10,weka.classifiers.functions.LinearRegression,'-S 0 -R 1.0E-8 -num-decimal-places 4',-3364580862046573747,20200304.1845,189,20,28.724983,35.399577,38.413117,39.062671,0.957811,0,0,?,?,?,?,?,?,0.001,0,0,0,0,0,4974,17159,2794,?,?,?
cpu,1,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,80.827289,87.716877,112.984321,103.773049,0.896134,0,0,169.795407,241.622348,-71.826941,8.085496,11.505826,-3.420331,0.244,0.037,0.05,0.02,50,20,307694,17074,2879,100,396.517886,?
cpu,1,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,96.712152,183.76709,76.184121,73.979465,0.707371,0,0,173.089664,241.97402,-68.884356,8.242365,11.522572,-3.280207,0.031,0.015,0.02,0.01,20,10,307694,17074,2879,100,400.073811,?
cpu,1,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,66.650915,80.430926,80.686677,70.032685,0.863594,0,0,173.181728,241.488455,-68.306726,8.246749,11.49945,-3.252701,0.024,0.015,0.02,0.01,20,10,307694,17074,2879,100,394.814938,?
cpu,1,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,87.132785,94.851389,82.37021,60.883384,0.916929,0,0,186.470782,241.574979,-55.104197,8.879561,11.50357,-2.624009,0.034,0.007,0.01,0.01,10,10,307694,17074,2879,100,395.60409,?
cpu,1,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,89.070779,132.344394,74.504948,63.876227,0.862845,0,0,191.849418,241.686691,-49.837273,9.135687,11.50889,-2.373203,0.019,0.011,0.01,0.01,10,10,307694,17074,2879,100,396.129228,?
cpu,1,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,106.248895,152.941074,90.205247,62.952873,0.82053,0,0,177.34579,242.097032,-64.751243,8.445038,11.52843,-3.083393,0.019,0.051,0.01,0.01,10,10,307694,17074,2879,100,401.24722,?
cpu,1,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,82.072573,98.567356,80.805233,68.492093,0.792847,0,0,185.98962,241.841046,-55.851426,8.856649,11.51624,-2.659592,0.022,0.008,0.01,0.01,10,10,307694,17074,2879,100,399.084792,?
cpu,1,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.778259,83.007697,107.917522,102.261342,0.785062,0,0,169.991179,241.437018,-71.445839,8.094818,11.497001,-3.402183,0.023,0.01,0.01,0.01,10,10,307694,17074,2879,100,394.070838,?
cpu,1,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.365838,78.535912,91.546307,83.782122,0.794127,0,0,167.680323,241.485006,-73.804683,7.984777,11.499286,-3.514509,0.035,0.015,0.01,0.01,10,10,307694,17074,2879,100,394.815299,?
cpu,1,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,72.795043,77.421486,85.056974,65.867399,0.883306,0,0,165.506435,230.091268,-64.584833,8.275322,11.504563,-3.229242,0.021,0.033,0.01,0.01,10,10,310811,17159,2794,100,396.367384,?
cpu,2,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,77.05541,87.389688,102.446803,97.586559,0.873639,0,0,174.136015,241.698821,-67.562806,8.292191,11.509468,-3.217276,0.021,0.006,0.02,0,20,0,307694,17074,2879,100,397.539766,?
cpu,2,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,70.724013,77.862413,73.920298,60.891095,0.906205,0,0,174.747711,241.573943,-66.826232,8.32132,11.503521,-3.182202,0.019,0.008,0.02,0,20,0,307694,17074,2879,100,396.062383,?
cpu,2,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,61.34046,73.512012,79.737953,80.921962,0.83338,0,0,167.043894,241.444903,-74.401009,7.954471,11.497376,-3.542905,0.017,0.015,0.02,0,20,0,307694,17074,2879,100,394.399531,?
cpu,2,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,94.606902,147.019966,73.243191,59.467379,0.8675,0,0,173.841692,241.851577,-68.009884,8.278176,11.516742,-3.238566,0.015,0.006,0.02,0,20,0,307694,17074,2879,100,398.077169,?
cpu,2,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,87.661745,94.565696,126.257167,115.112598,0.80865,0,0,168.787186,241.461786,-72.674599,8.037485,11.49818,-3.460695,0.019,0.031,0.01,0.01,10,10,307694,17074,2879,100,394.090352,?
cpu,2,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,87.321624,133.255646,68.829941,60.814995,0.896741,0,0,206.823707,241.704268,-34.880561,9.848748,11.509727,-1.660979,0.015,0.006,0.01,0.01,10,10,307694,17074,2879,100,396.33186,?
cpu,2,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,74.792861,85.386961,78.735415,68.031185,0.816377,0,0,174.041914,241.745166,-67.703251,8.28771,11.511675,-3.223964,0.026,0.013,0.01,0.01,10,10,307694,17074,2879,100,398.196474,?
cpu,2,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,93.272864,178.677463,78.092663,71.478324,0.761809,0,0,179.002927,241.76121,-62.758282,8.523949,11.512439,-2.98849,0.02,0.003,0.01,0,10,0,307694,17074,2879,100,397.376061,?
cpu,2,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,81.456311,94.844236,88.053402,67.696951,0.823638,0,0,182.018611,241.863412,-59.844801,8.667553,11.517305,-2.849752,0.012,0.005,0.02,0,20,0,307694,17074,2879,100,399.701213,?
cpu,2,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,104.386496,111.03693,127.298141,99.959433,0.657515,0,0,159.978557,230.196572,-70.218014,7.998928,11.509829,-3.510901,0.011,0.003,0.01,0,10,0,310811,17159,2794,100,396.888776,?
cpu,3,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,71.743603,77.886201,107.560643,107.783818,0.85035,0,0,169.595152,241.434604,-71.839453,8.07596,11.496886,-3.420926,0.012,0.002,0.02,0,20,0,307694,17074,2879,100,394.16761,?
cpu,3,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,69.088255,77.144034,80.210916,72.282998,0.798526,0,0,172.403043,241.526362,-69.123319,8.209669,11.501255,-3.291587,0.015,0.004,0.01,0,10,0,307694,17074,2879,100,395.389888,?
cpu,3,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,65.238274,80.113324,56.903145,47.688209,0.893242,0,0,186.086006,241.790179,-55.704173,8.861238,11.513818,-2.65258,0.012,0.002,0.01,0.01,10,10,307694,17074,2879,100,398.947822,?
cpu,3,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,90.454861,133.83308,76.320166,63.152933,0.822439,0,0,199.99834,241.789259,-41.790919,9.52373,11.513774,-1.990044,0.014,0.002,0.01,0,10,0,307694,17074,2879,100,397.445063,?
cpu,3,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,89.607905,98.082178,148.671812,148.473524,0.879518,0,0,166.271608,241.69983,-75.428222,7.917696,11.509516,-3.59182,0.012,0.003,0.01,0.01,10,10,307694,17074,2879,100,397.380519,?
cpu,3,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,83.609291,94.379169,96.799015,80.338772,0.721505,0,0,180.223012,241.742634,-61.519622,8.582048,11.511554,-2.929506,0.015,0.003,0.01,0,10,0,307694,17074,2879,100,397.943677,?
cpu,3,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,79.780137,89.117832,107.401465,103.493936,0.771138,0,0,168.005192,241.46739,-73.462198,8.000247,11.498447,-3.4982,0.015,0.003,0.02,0,20,0,307694,17074,2879,100,394.309367,?
cpu,3,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,102.696197,183.490987,76.250804,71.908718,0.739947,0,0,178.065212,241.757411,-63.692199,8.479296,11.512258,-3.032962,0.019,0.005,0.01,0,10,0,307694,17074,2879,100,397.086022,?
cpu,3,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,85.206375,91.874587,92.758127,79.137764,0.825352,0,0,172.929013,241.582734,-68.653721,8.234715,11.50394,-3.269225,0.013,0.003,0.01,0,10,0,307694,17074,2879,100,395.810226,?
cpu,3,10,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,189,20,101.057808,152.616925,78.135403,58.816467,0.933092,0,0,168.627369,230.487689,-61.860319,8.431368,11.524384,-3.093016,0.014,0.003,0.01,0.01,10,10,310811,17159,2794,100,400.091367,?
cpu,4,1,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,73.001336,82.039166,78.812242,76.30052,0.855538,0,0,174.750949,241.576862,-66.825912,8.321474,11.50366,-3.182186,0.021,0.004,0.01,0,10,0,307694,17074,2879,100,395.947262,?
cpu,4,2,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,86.079784,92.899863,118.453876,93.456632,0.772971,0,0,169.696301,241.570342,-71.874041,8.080776,11.50335,-3.422573,0.022,0.006,0.01,0.01,10,10,307694,17074,2879,100,395.617395,?
cpu,4,3,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,68.178139,76.043809,94.956094,93.549048,0.783707,0,0,164.351572,241.403311,-77.05174,7.826265,11.495396,-3.66913,0.087,0.024,0.01,0,10,0,307694,17074,2879,100,393.796474,?
cpu,4,4,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,85.443153,131.765611,81.18212,68.17642,0.813251,0,0,189.79241,241.905457,-52.113046,9.037734,11.519307,-2.481574,0.111,0.009,0.01,0.01,10,10,307694,17074,2879,100,399.185481,?
cpu,4,5,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,91.237682,97.118047,159.018169,155.868953,0.810044,0,0,165.504817,241.476287,-75.97147,7.881182,11.498871,-3.617689,0.105,0.013,0.01,0,10,0,307694,17074,2879,100,394.207737,?
cpu,4,6,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,86.790758,97.9013,81.72263,67.047099,0.770801,0,0,181.682138,242.072376,-60.390238,8.65153,11.527256,-2.875726,0.04,0.009,0.01,0.01,10,10,307694,17074,2879,100,402.344813,?
cpu,4,7,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,89.265018,141.441883,74.298437,58.559975,0.909812,0,0,176.497213,241.78683,-65.289617,8.404629,11.513659,-3.109029,0.042,0.007,0.01,0,10,0,307694,17074,2879,100,397.415658,?
cpu,4,8,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,82.446483,174.211492,67.095568,71.670684,0.791784,0,0,182.731423,241.900576,-59.169153,8.701496,11.519075,-2.817579,0.045,0.01,0.02,0,20,0,307694,17074,2879,100,399.682023,?
cpu,4,9,weka.classifiers.functions.GaussianProcesses,'-L 1.0 -N 0 -K \"weka.classifiers.functions.supportVector.PolyKernel -E 1.0 -C 250007\" -S 1',-8620066949967678545,20200304.1845,188,21,84.028185,92.795616,70.611169,53.767915,0.911331,0,0,186.562328,241.574303,-55.011975,8.88392,11.503538,-2.619618,0.04,0.011,0.01,0,10,0,307694,17074,2879,100,395.647131,?
