@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 30\nSize of the tree: 46\n','Number of leaves: 32\nSize of the tree: 51\n','Number of leaves: 30\nSize of the tree: 48\n','Number of leaves: 35\nSize of the tree: 54\n','Number of leaves: 30\nSize of the tree: 50\n','Number of leaves: 28\nSize of the tree: 47\n','Number of leaves: 33\nSize of the tree: 53\n','Number of leaves: 31\nSize of the tree: 49\n','Number of leaves: 29\nSize of the tree: 48\n','Number of leaves: 29\nSize of the tree: 49\n','Number of leaves: 33\nSize of the tree: 55\n','Number of leaves: 30\nSize of the tree: 47\n','Number of leaves: 26\nSize of the tree: 43\n','Number of leaves: 32\nSize of the tree: 54\n','Number of leaves: 31\nSize of the tree: 52\n','Number of leaves: 28\nSize of the tree: 46\n','Number of leaves: 31\nSize of the tree: 50\n','Number of leaves: 35\nSize of the tree: 56\n','Number of leaves: 29\nSize of the tree: 46\n','Number of leaves: 30\nSize of the tree: 51\n','Number of leaves: 28\nSize of the tree: 44\n','Number of leaves: 27\nSize of the tree: 45\n','Number of leaves: 36\nSize of the tree: 55\n','Number of leaves: 32\nSize of the tree: 49\n','Number of leaves: 34\nSize of the tree: 56\n','Number of leaves: 28\nSize of the tree: 43\n','Number of leaves: 34\nSize of the tree: 57\n','Number of leaves: 36\nSize of the tree: 58\n','Number of leaves: 32\nSize of the tree: 50\n','Number of leaves: 29\nSize of the tree: 45\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureKNN numeric

@data

audiology,3,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,18,4,0,81.818182,18.181818,0,0.787952,0.019824,0.111296,27.24901,58.532947,78.566808,2155.602622,-2077.035815,3.571219,97.981937,-94.410719,59.094454,2.686112,75.215547,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.818182,0.02246,0.97754,0.181818,?,0.818182,?,?,0.933957,0.798072,?,0.818182,0.012,0.001,0,0,0,0,44756,132102,24904,90.909091,7.575758,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,4,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,14,9,0,60.869565,39.130435,0,0.551948,0.032333,0.158883,44.433094,83.542412,81.839403,3241.160116,-3159.320713,3.558235,140.920005,-137.36177,49.799858,2.165211,60.85071,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.608696,0.042571,0.957429,0.391304,?,0.608696,?,?,0.890558,0.631474,?,0.608696,0.023,0.001,0.01,0,10,0,42814,131513,25493,86.956522,6.702899,'Number of leaves: 29\nSize of the tree: 46\n',46,29,29,?
audiology,4,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.741573,0.02126,0.11605,29.216492,61.020103,81.839403,2157.071961,-2075.232558,3.558235,93.785737,-90.227503,60.939472,2.649542,74.462264,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.041353,0.958647,0.217391,?,0.782609,?,?,0.929277,0.800882,?,0.782609,0.011,0.001,0,0.01,0,10,43512,131513,25493,91.304348,6.702899,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,4,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.691275,0.023921,0.126418,32.989441,66.734958,81.860732,3232.844886,-3150.984154,3.559162,140.558473,-136.999311,57.027972,2.479477,69.664625,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.025415,0.974585,0.26087,?,0.73913,?,?,0.898971,0.752378,?,0.73913,0.01,0,0,0,0,0,43906,131513,25493,82.608696,9.42029,'Number of leaves: 29\nSize of the tree: 48\n',48,29,29,?
audiology,4,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.635747,0.028862,0.141394,39.821411,74.677185,82.275769,3236.130499,-3153.85473,3.577207,140.701326,-137.124119,49.472674,2.150986,60.130309,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.695652,0.05519,0.94481,0.304348,?,0.695652,?,?,0.906503,0.693559,?,0.695652,0.007,0,0,0,0,0,43512,131513,25493,86.956522,8.876812,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,4,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.691275,0.025282,0.136616,34.87412,72.136056,83.275769,4303.780208,-4220.504439,3.620686,187.120879,-183.500193,50.530826,2.196992,60.678906,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.044513,0.955487,0.26087,?,0.73913,?,?,0.871321,0.680087,?,0.73913,0.007,0,0.01,0,10,0,44452,131513,25493,82.608696,6.702899,'Number of leaves: 29\nSize of the tree: 49\n',49,29,29,?
audiology,4,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.796009,0.021014,0.116499,29.082408,61.744028,78.509657,2157.140804,-2078.631146,3.413463,93.788731,-90.375267,60.947061,2.649872,77.630018,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.826087,0.026881,0.973119,0.173913,?,0.826087,?,?,0.924055,0.755304,?,0.826087,0.008,0,0,0,0,0,45150,131513,25493,91.304348,7.427536,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,4,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.73236,0.023506,0.128589,32.706518,68.560102,72.822622,2160.296482,-2087.47386,3.310119,98.195295,-94.885175,54.840667,2.492758,75.307185,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.021064,0.978936,0.227273,?,0.772727,?,?,0.925806,0.746714,?,0.772727,0.011,0,0.01,0,10,0,45150,132102,24904,86.363636,7.19697,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,4,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,20,2,0,90.909091,9.090909,0,0.894737,0.01413,0.082354,19.431143,43.333705,76.981845,10.856203,66.125642,3.499175,0.493464,3.005711,67.039791,3.047263,87.085196,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.909091,0.009091,0.990909,0.090909,?,0.909091,?,?,0.980176,0.895661,?,0.909091,0.03,0.001,0,0,0,0,46394,132102,24904,95.454545,7.765152,'Number of leaves: 31\nSize of the tree: 52\n',52,31,31,?
audiology,4,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.840964,0.016886,0.093916,23.226173,49.429865,76.566808,12.657554,63.909254,3.480309,0.575343,2.904966,66.057732,3.002624,86.274633,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.013369,0.986631,0.136364,?,0.863636,?,?,0.980816,0.925758,?,0.863636,0.008,0,0,0,0,0,44756,132102,24904,95.454545,7.954545,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,4,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.84058,0.017269,0.093751,23.742914,49.318158,77.566808,1081.057715,-1003.490907,3.525764,49.138987,-45.613223,64.650668,2.938667,83.348367,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.013369,0.986631,0.136364,?,0.863636,?,?,0.968169,0.918733,?,0.863636,0.009,0.002,0.01,0,10,0,45696,132102,24904,95.454545,6.818182,'Number of leaves: 30\nSize of the tree: 51\n',51,30,30,?
audiology,5,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.743875,0.022415,0.117302,31.035719,62.200064,79.09462,2157.900163,-2078.805543,3.438897,93.821746,-90.38285,58.582599,2.54707,74.066478,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.026881,0.973119,0.217391,?,0.782609,?,?,0.916046,0.770078,?,0.782609,0.007,0,0,0,0,0,44058,131513,25493,91.304348,6.702899,'Number of leaves: 30\nSize of the tree: 48\n',48,30,30,?
audiology,5,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.645374,0.027489,0.141519,38.027074,74.967215,79.679582,3235.222323,-3155.54274,3.46433,140.66184,-137.19751,51.828366,2.253407,65.045982,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.695652,0.031021,0.968979,0.304348,?,0.695652,?,?,0.896787,0.686659,?,0.695652,0.006,0.001,0.01,0,10,0,43906,131513,25493,86.956522,7.608696,'Number of leaves: 29\nSize of the tree: 48\n',48,29,29,?
audiology,5,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.693333,0.025385,0.132664,35.116252,70.276343,80.509657,4302.879471,-4222.369814,3.50042,187.081716,-183.581296,53.501047,2.326132,66.452956,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.73913,0.028295,0.971705,0.26087,?,0.73913,?,?,0.876827,0.737744,?,0.73913,0.006,0,0,0,0,0,45150,131513,25493,82.608696,7.246377,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,5,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.742729,0.021548,0.119514,29.808153,63.310553,80.509657,1089.052662,-1008.543005,3.50042,47.350116,-43.849696,59.455304,2.585013,73.848661,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.030149,0.969851,0.217391,?,0.782609,?,?,0.95368,0.772801,?,0.782609,0.006,0.001,0.01,0,10,0,45150,131513,25493,91.304348,7.789855,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,5,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.749455,0.022328,0.118873,30.826458,62.829044,80.690807,20.805731,59.885075,3.508296,0.904597,2.603699,64.550047,2.806524,79.99678,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.018539,0.981461,0.217391,?,0.782609,?,?,0.966324,0.786232,?,0.782609,0.008,0,0,0,0,0,43512,131513,25493,95.652174,7.971014,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,5,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.699346,0.025545,0.126708,34.90664,66.202754,87.253843,3230.654663,-3143.40082,3.793645,140.463246,-136.669601,58.07424,2.524967,66.557802,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.0245,0.9755,0.26087,?,0.73913,?,?,0.916494,0.751565,?,0.73913,0.05,0.003,0.01,0,10,0,41570,131513,25493,86.956522,7.971014,'Number of leaves: 28\nSize of the tree: 44\n',44,28,28,?
audiology,5,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.683453,0.023883,0.129688,32.850812,68.257382,76.566808,3230.729581,-3154.162774,3.480309,146.851345,-143.371035,55.625223,2.528419,72.649266,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.037993,0.962007,0.272727,?,0.727273,?,?,0.906538,0.757084,?,0.727273,0.01,0.001,0,0,0,0,43208,132102,24904,86.363636,6.818182,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,5,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,18,4,0,81.818182,18.181818,0,0.789474,0.021594,0.118107,29.695777,62.146247,76.566808,2159.224797,-2082.65799,3.480309,98.146582,-94.666272,55.83979,2.538172,72.929501,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.818182,0.017914,0.982086,0.181818,?,0.818182,?,?,0.924694,0.80244,?,0.818182,0.009,0.001,0.01,0,10,0,44452,132102,24904,86.363636,8.143939,'Number of leaves: 29\nSize of the tree: 49\n',49,29,29,?
audiology,5,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.839416,0.017994,0.095491,24.784353,50.336116,76.333517,1081.601554,-1005.268036,3.469705,49.163707,-45.694002,63.886488,2.903931,83.693888,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.023755,0.976245,0.136364,?,0.863636,?,?,0.957098,0.822412,?,0.863636,0.006,0,0,0,0,0,44756,132102,24904,95.454545,8.522727,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,5,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.741784,0.026884,0.126169,37.030284,66.507476,76.333517,4302.764849,-4226.431332,3.469705,195.58022,-192.110515,52.43139,2.383245,68.687244,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.010101,0.989899,0.227273,?,0.772727,?,?,0.896194,0.828926,?,0.772727,0.007,0.001,0.01,0,10,0,48336,132102,24904,81.818182,7.765152,'Number of leaves: 33\nSize of the tree: 55\n',55,33,33,?
audiology,6,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.647702,0.028424,0.151987,39.268264,80.390152,79.105844,4310.232433,-4231.126588,3.439385,187.40141,-183.962026,50.095931,2.178084,63.327725,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.695652,0.035704,0.964296,0.304348,?,0.695652,?,?,0.868401,0.648897,?,0.695652,0.005,0,0,0,0,0,41964,131513,25493,78.26087,7.065217,'Number of leaves: 27\nSize of the tree: 45\n',45,27,27,?
audiology,6,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.848684,0.019889,0.103619,27.489873,54.834083,78.105844,1083.282341,-1005.176497,3.395906,47.099232,-43.703326,66.164744,2.876728,84.711644,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.010258,0.989742,0.130435,?,0.869565,?,?,0.96369,0.845891,?,0.869565,0.008,0,0.01,0,10,0,46394,131513,25493,95.652174,7.065217,'Number of leaves: 31\nSize of the tree: 52\n',52,31,31,?
audiology,6,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.743875,0.020411,0.117129,28.210088,61.983319,78.105844,1086.255956,-1008.150112,3.395906,47.22852,-43.832614,62.979172,2.738225,80.633112,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.03768,0.96232,0.217391,?,0.782609,?,?,0.951359,0.817963,?,0.782609,0.003,0,0,0,0,0,48792,131513,25493,95.652174,6.702899,'Number of leaves: 36\nSize of the tree: 55\n',55,36,36,?
audiology,6,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.697368,0.024014,0.120216,32.972442,63.149162,83.424365,1088.565774,-1005.141409,3.627146,47.328947,-43.7018,62.164885,2.702821,74.516461,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.73913,0.028969,0.971031,0.26087,?,0.73913,?,?,0.956642,0.827253,?,0.73913,0.003,0,0.01,0,10,0,44058,131513,25493,95.652174,7.246377,'Number of leaves: 30\nSize of the tree: 48\n',48,30,30,?
audiology,6,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.744444,0.023362,0.120028,32.04846,62.989803,84.424365,2158.046667,-2073.622302,3.670625,93.828116,-90.157491,62.907098,2.735091,74.512965,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.032997,0.967003,0.217391,?,0.782609,?,?,0.921244,0.745657,?,0.782609,0.002,0,0,0,0,0,43208,131513,25493,91.304348,7.608696,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,6,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.743875,0.02305,0.124777,31.752852,65.788003,85.275769,4300.205632,-4214.929863,3.707642,186.965462,-183.25782,52.712788,2.29186,61.814497,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.014054,0.985946,0.217391,?,0.782609,?,?,0.906017,0.775677,?,0.782609,0.004,0,0,0,0,0,43208,131513,25493,82.608696,7.789855,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,6,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,18,4,0,81.818182,18.181818,0,0.785888,0.018906,0.10424,26.238702,55.417379,74.588734,1085.180847,-1010.592113,3.390397,49.326402,-45.936005,60.553517,2.752433,81.183195,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.818182,0.008874,0.991126,0.181818,?,0.818182,?,?,0.969025,0.89266,?,0.818182,0.002,0.001,0,0,0,0,46394,132102,24904,95.454545,7.386364,'Number of leaves: 31\nSize of the tree: 52\n',52,31,31,?
audiology,6,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.677262,0.028259,0.140625,38.931928,74.147603,76.555583,3237.965445,-3161.409861,3.479799,147.180247,-143.700448,46.134063,2.097003,60.262179,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.034182,0.965818,0.272727,?,0.727273,?,?,0.889256,0.651122,?,0.727273,0.003,0,0,0,0,0,42662,132102,24904,77.272727,9.659091,'Number of leaves: 28\nSize of the tree: 46\n',46,28,28,?
audiology,6,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,15,7,0,68.181818,31.818182,0,0.632458,0.030943,0.151141,42.678927,79.793812,75.385658,3237.770182,-3162.384523,3.426621,147.171372,-143.744751,45.567334,2.071242,60.445628,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.681818,0.031551,0.968449,0.318182,?,0.681818,?,?,0.878014,0.668618,?,0.681818,0.015,0,0.01,0,10,0,44908,132102,24904,81.818182,9.090909,'Number of leaves: 32\nSize of the tree: 49\n',49,32,32,?
audiology,6,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.682692,0.026524,0.13827,36.458814,72.718996,78.566808,3233.381073,-3154.814265,3.571219,146.971867,-143.400648,48.621071,2.210049,61.885002,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.04492,0.95508,0.272727,?,0.727273,?,?,0.886631,0.644474,?,0.727273,0.007,0,0,0,0,0,43906,132102,24904,86.363636,7.007576,'Number of leaves: 29\nSize of the tree: 48\n',48,29,29,?
audiology,7,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.648472,0.030556,0.152237,42.269767,80.64519,79.264545,4307.963307,-4228.698763,3.446285,187.302752,-183.856468,45.93178,1.997034,57.947446,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.695652,0.021325,0.978675,0.304348,?,0.695652,?,?,0.886593,0.700266,?,0.695652,0.003,0.001,0,0,0,0,43512,131513,25493,82.608696,7.789855,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,7,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.641425,0.027547,0.134436,37.948606,70.880514,79.658253,2162.093158,-2082.434904,3.463402,94.00405,-90.540648,55.088098,2.395135,69.155543,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.695652,0.039632,0.960368,0.304348,?,0.695652,?,?,0.921123,0.754904,?,0.695652,0.004,0.001,0,0,0,0,45150,131513,25493,91.304348,7.065217,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,7,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,21,2,0,91.304348,8.695652,0,0.897778,0.016571,0.091338,22.75747,47.99141,81.839403,1082.638946,-1000.799543,3.558235,47.071259,-43.513024,66.361141,2.885267,81.08703,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.913043,0.013294,0.986706,0.086957,?,0.913043,?,?,0.964229,0.848267,?,0.913043,0.008,0,0,0,0,0,45150,131513,25493,91.304348,7.789855,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,7,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.703226,0.023234,0.12015,32.091153,63.535206,79.690807,17.939212,61.751595,3.464818,0.779966,2.684852,64.292757,2.795337,80.677759,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.016563,0.983437,0.26087,?,0.73913,?,?,0.969837,0.828675,?,0.73913,0.004,0,0,0,0,0,42814,131513,25493,100,7.427536,'Number of leaves: 29\nSize of the tree: 46\n',46,29,29,?
audiology,7,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.847007,0.015591,0.084477,21.534997,44.671278,79.690807,1080.293915,-1000.603108,3.464818,46.969301,-43.504483,68.518582,2.979069,85.980535,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.004141,0.995859,0.130435,?,0.869565,?,?,0.97619,0.929427,?,0.869565,0.004,0,0,0,0,0,44058,131513,25493,95.652174,8.152174,'Number of leaves: 30\nSize of the tree: 48\n',48,30,30,?
audiology,7,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.743304,0.02225,0.129529,30.718078,68.460906,81.690807,3230.79012,-3149.099313,3.551774,140.469136,-136.917361,55.486487,2.412456,67.92256,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.039845,0.960155,0.217391,?,0.782609,?,?,0.89308,0.701281,?,0.782609,0.003,0,0,0,0,0,47638,131513,25493,86.956522,6.884058,'Number of leaves: 32\nSize of the tree: 54\n',54,32,32,?
audiology,7,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.678049,0.025488,0.138546,35.390115,73.6938,74.418809,1094.984918,-1020.566109,3.382673,49.772042,-46.389369,51.131362,2.324153,68.707579,0,0,0,0,1,21,1,1,?,0,?,?,0.5,0.045455,0.727273,0.048596,0.951404,0.272727,?,0.727273,?,?,0.913603,0.720609,?,0.727273,0.015,0,0,0,0,0,43512,132102,24904,90.909091,7.386364,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,7,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,18,4,0,81.818182,18.181818,0,0.785366,0.020114,0.111081,27.628704,58.37559,79.566808,3226.12172,-3146.554912,3.616673,146.641896,-143.025223,56.863011,2.584682,71.465744,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.818182,0.026738,0.973262,0.181818,?,0.818182,?,?,0.91221,0.801653,?,0.818182,0.008,0,0,0,0,0,43208,132102,24904,86.363636,7.954545,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,7,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.686461,0.025068,0.131315,34.433453,69.009203,79.566808,4301.211715,-4221.644907,3.616673,195.509623,-191.89295,56.673124,2.576051,71.227093,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.017698,0.982302,0.272727,?,0.727273,?,?,0.892876,0.747934,?,0.727273,0.009,0.002,0,0,0,0,43208,132102,24904,81.818182,7.007576,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,7,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.73494,0.023758,0.12265,32.648994,64.488027,78.15177,3230.245509,-3152.093738,3.552353,146.829341,-143.276988,55.506625,2.523028,71.024143,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.024408,0.975592,0.227273,?,0.772727,?,?,0.914776,0.770523,?,0.772727,0.009,0,0,0,0,0,45150,132102,24904,86.363636,7.575758,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,8,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.689888,0.024004,0.131596,32.995344,69.211091,80.839403,2162.547442,-2081.708039,3.514757,94.023802,-90.509045,56.705145,2.465441,70.145428,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.050506,0.949494,0.26087,?,0.73913,?,?,0.917388,0.735147,?,0.73913,0.007,0.001,0,0,0,0,43512,131513,25493,86.956522,6.34058,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,8,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,15,8,0,65.217391,34.782609,0,0.601732,0.032901,0.165521,45.214213,87.032339,81.839403,4315.464299,-4233.624896,3.558235,187.628883,-184.070648,46.604704,2.026291,56.946535,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.652174,0.043038,0.956962,0.347826,?,0.652174,?,?,0.856392,0.587146,?,0.652174,0.009,0.001,0,0,0,0,46394,131513,25493,65.217391,6.521739,'Number of leaves: 31\nSize of the tree: 52\n',52,31,31,?
audiology,8,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.797357,0.019137,0.103945,26.432613,54.965711,79.690807,16.443435,63.247371,3.464818,0.714932,2.749886,64.34286,2.797516,80.740631,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.826087,0.010258,0.989742,0.173913,?,0.826087,?,?,0.989349,0.880435,?,0.826087,0.008,0.001,0.01,0,10,0,45150,131513,25493,95.652174,8.514493,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,8,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.746137,0.02221,0.112761,30.663495,59.598187,80.275769,1087.421426,-1007.145657,3.490251,47.279192,-43.788942,61.995239,2.695445,77.227836,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.012422,0.987578,0.217391,?,0.782609,?,?,0.963266,0.804427,?,0.782609,0.013,0,0,0,0,0,41570,131513,25493,91.304348,9.23913,'Number of leaves: 28\nSize of the tree: 44\n',44,28,28,?
