@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 30\nSize of the tree: 46\n','Number of leaves: 32\nSize of the tree: 51\n','Number of leaves: 30\nSize of the tree: 48\n','Number of leaves: 35\nSize of the tree: 54\n','Number of leaves: 30\nSize of the tree: 50\n','Number of leaves: 28\nSize of the tree: 47\n','Number of leaves: 33\nSize of the tree: 53\n','Number of leaves: 31\nSize of the tree: 49\n','Number of leaves: 29\nSize of the tree: 48\n','Number of leaves: 29\nSize of the tree: 49\n','Number of leaves: 33\nSize of the tree: 55\n','Number of leaves: 30\nSize of the tree: 47\n','Number of leaves: 26\nSize of the tree: 43\n','Number of leaves: 32\nSize of the tree: 54\n','Number of leaves: 31\nSize of the tree: 52\n','Number of leaves: 28\nSize of the tree: 46\n','Number of leaves: 31\nSize of the tree: 50\n','Number of leaves: 35\nSize of the tree: 56\n','Number of leaves: 29\nSize of the tree: 46\n','Number of leaves: 30\nSize of the tree: 51\n','Number of leaves: 28\nSize of the tree: 44\n','Number of leaves: 27\nSize of the tree: 45\n','Number of leaves: 36\nSize of the tree: 55\n','Number of leaves: 32\nSize of the tree: 49\n','Number of leaves: 34\nSize of the tree: 56\n','Number of leaves: 28\nSize of the tree: 43\n','Number of leaves: 34\nSize of the tree: 57\n','Number of leaves: 36\nSize of the tree: 58\n','Number of leaves: 32\nSize of the tree: 50\n','Number of leaves: 29\nSize of the tree: 45\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric
@attribute measureKNN numeric

@data

audiology,8,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.745011,0.020851,0.111144,28.787357,58.743716,80.275769,3227.063297,-3146.787528,3.490251,140.3071,-136.816849,62.211717,2.704857,77.497504,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.014054,0.985946,0.217391,?,0.782609,?,?,0.909656,0.806553,?,0.782609,0.006,0.001,0.01,0,10,0,44452,131513,25493,86.956522,7.246377,'Number of leaves: 29\nSize of the tree: 49\n',49,29,29,?
audiology,8,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.795556,0.018791,0.108809,25.931555,57.481243,81.690807,2155.428084,-2073.737278,3.551774,93.714265,-90.16249,63.651491,2.767456,77.917569,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.826087,0.020359,0.979641,0.173913,?,0.826087,?,?,0.930469,0.816738,?,0.826087,0.005,0,0,0,0,0,44756,131513,25493,91.304348,6.702899,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,8,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,20,2,0,90.909091,9.090909,0,0.892157,0.014223,0.086855,19.739511,46.175147,75.003772,1080.219236,-1005.215464,3.409262,49.100874,-45.691612,61.67091,2.803223,82.223745,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.909091,0.009091,0.990909,0.090909,?,0.909091,?,?,0.966043,0.890955,?,0.909091,0.007,0,0.01,0,10,0,47638,132102,24904,95.454545,7.007576,'Number of leaves: 32\nSize of the tree: 54\n',54,32,32,?
audiology,8,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.690141,0.025509,0.133254,35.160037,70.297106,75.800696,2160.789735,-2084.98904,3.445486,98.217715,-94.772229,54.940333,2.497288,72.479985,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.013636,0.986364,0.272727,?,0.727273,?,?,0.933276,0.768365,?,0.727273,0.006,0,0,0,0,0,45150,132102,24904,90.909091,6.439394,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,8,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,14,8,0,63.636364,36.363636,0,0.574879,0.031313,0.157044,43.061426,82.637707,80.555583,4308.455965,-4227.900381,3.661617,195.838907,-192.17729,47.311148,2.150507,58.73106,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.636364,0.055908,0.944092,0.363636,?,0.636364,?,?,0.855481,0.626215,?,0.636364,0.004,0,0.01,0,10,0,49034,132102,24904,81.818182,6.628788,'Number of leaves: 34\nSize of the tree: 56\n',56,34,34,?
audiology,8,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.735577,0.022163,0.12251,30.471233,64.446913,77.566808,1089.50569,-1011.938883,3.525764,49.522986,-45.997222,58.334325,2.65156,75.205268,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.035829,0.964171,0.227273,?,0.772727,?,?,0.931525,0.747704,?,0.772727,0.008,0.002,0,0,0,0,41024,132102,24904,90.909091,7.954545,'Number of leaves: 28\nSize of the tree: 43\n',43,28,28,?
audiology,9,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.750542,0.021029,0.111995,28.842477,58.758237,82.072693,17.015118,65.057575,3.568378,0.739788,2.82859,66.442399,2.8888,80.955548,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.025466,0.974534,0.217391,?,0.782609,?,?,0.961011,0.802899,?,0.782609,0.025,0.001,0.01,0,10,0,44756,131513,25493,95.652174,7.608696,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,9,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.851931,0.016919,0.09497,23.038759,49.428779,84.402439,2152.744149,-2068.34171,3.669671,93.597572,-89.9279,66.966777,2.911599,79.34223,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.001976,0.998024,0.130435,?,0.869565,?,?,0.954545,0.873346,?,0.869565,0.005,0,0,0,0,0,45150,131513,25493,91.304348,7.065217,'Number of leaves: 30\nSize of the tree: 50\n',50,30,30,?
audiology,9,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.798687,0.018518,0.108388,25.37549,56.809651,83.020552,1086.297271,-1003.276718,3.609589,47.230316,-43.620727,66.10617,2.874181,79.626271,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.826087,0.021462,0.978538,0.173913,?,0.826087,?,?,0.950734,0.827601,?,0.826087,0.002,0.001,0,0,0,0,44756,131513,25493,91.304348,7.971014,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,9,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,16,7,0,69.565217,30.434783,0,0.638202,0.027485,0.140862,37.837054,74.214264,85.860732,3233.551673,-3147.690941,3.733075,140.589203,-136.856128,55.998658,2.434724,65.220337,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.695652,0.051049,0.948951,0.304348,?,0.695652,?,?,0.894248,0.680267,?,0.695652,0.022,0.001,0,0,0,0,42814,131513,25493,86.956522,6.884058,'Number of leaves: 29\nSize of the tree: 46\n',46,29,29,?
audiology,9,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.694013,0.026838,0.145042,37.028719,76.603633,81.690807,5376.301161,-5294.610354,3.551774,233.752224,-230.20045,53.114312,2.309318,65.018714,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.034412,0.965588,0.26087,?,0.73913,?,?,0.850038,0.686011,?,0.73913,0.004,0,0,0,0,0,49580,131513,25493,78.26087,6.34058,'Number of leaves: 34\nSize of the tree: 57\n',57,34,34,?
audiology,9,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.741573,0.02245,0.124672,31.000901,65.909809,80.690807,3229.680618,-3148.989811,3.508296,140.420896,-136.9126,54.190072,2.35609,67.157678,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.782609,0.032436,0.967564,0.217391,?,0.782609,?,?,0.913734,0.748666,?,0.782609,0.004,0,0,0,0,0,44756,131513,25493,86.956522,7.789855,'Number of leaves: 31\nSize of the tree: 49\n',49,31,31,?
audiology,9,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.676471,0.025343,0.132391,35.205817,70.456465,73.003772,3233.648507,-3160.644735,3.318353,146.984023,-143.66567,48.497548,2.204434,66.431565,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.031551,0.968449,0.272727,?,0.727273,?,?,0.893787,0.71281,?,0.727273,0.003,0,0,0,0,0,43208,132102,24904,77.272727,7.19697,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,9,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.681159,0.025643,0.134703,35.712537,71.894511,72.407585,2161.413414,-2089.005829,3.291254,98.246064,-94.95481,49.47086,2.248675,68.322759,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.020813,0.979187,0.272727,?,0.727273,?,?,0.926592,0.757723,?,0.727273,0.003,0,0.01,0,10,0,43906,132102,24904,90.909091,7.007576,'Number of leaves: 29\nSize of the tree: 48\n',48,29,29,?
audiology,9,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.731051,0.023125,0.121068,32.205545,64.616952,71.822622,19.597398,52.225224,3.264665,0.890791,2.373874,57.057643,2.593529,79.442439,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.032269,0.967731,0.227273,?,0.772727,?,?,0.974006,0.858712,?,0.772727,0.008,0.001,0,0,0,0,48792,132102,24904,90.909091,8.522727,'Number of leaves: 36\nSize of the tree: 55\n',55,36,36,?
audiology,9,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.842482,0.016593,0.090672,22.797318,47.662363,78.566808,11.51483,67.051978,3.571219,0.523401,3.047817,67.118129,3.050824,85.428098,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.009091,0.990909,0.136364,?,0.863636,?,?,0.987942,0.892045,?,0.863636,0.008,0.001,0.01,0,10,0,43512,132102,24904,95.454545,7.765152,'Number of leaves: 30\nSize of the tree: 47\n',47,30,30,?
audiology,10,1,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.748359,0.020932,0.115826,28.58398,60.473513,87.253843,3227.39072,-3140.136878,3.793645,140.321336,-136.52769,61.338691,2.6669,70.299129,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.018194,0.981806,0.217391,?,0.782609,?,?,0.925905,0.795526,?,0.782609,0.007,0,0,0,0,0,43208,131513,25493,86.956522,6.884058,'Number of leaves: 28\nSize of the tree: 47\n',47,28,28,?
audiology,10,2,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.798687,0.021187,0.1091,29.257302,57.677749,79.690807,1087.351528,-1007.660721,3.464818,47.276153,-43.811336,63.642948,2.767085,79.862347,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.826087,0.012234,0.987766,0.173913,?,0.826087,?,?,0.956616,0.84022,?,0.826087,0.007,0,0.01,0,10,0,43906,131513,25493,95.652174,7.246377,'Number of leaves: 29\nSize of the tree: 48\n',48,29,29,?
audiology,10,3,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,22,1,0,95.652174,4.347826,0,0.94843,0.011568,0.069852,15.975049,36.928254,79.690807,1077.504471,-997.813664,3.464818,46.84802,-43.383203,69.34702,3.015088,87.0201,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.956522,0.012077,0.987923,0.043478,?,0.956522,?,?,0.965635,0.907687,?,0.956522,0.006,0,0,0,0,0,46394,131513,25493,95.652174,7.246377,'Number of leaves: 31\nSize of the tree: 52\n',52,31,31,?
audiology,10,4,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.846325,0.016911,0.097586,23.352518,51.590316,79.690807,1082.436752,-1002.745945,3.464818,47.062467,-43.59765,64.433945,2.801476,80.854929,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.020359,0.979641,0.130435,?,0.869565,?,?,0.962435,0.865175,?,0.869565,0.003,0,0,0,0,0,50430,131513,25493,95.652174,7.427536,'Number of leaves: 36\nSize of the tree: 58\n',58,36,36,?
audiology,10,5,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,12,11,0,52.173913,47.826087,0,0.436526,0.038226,0.179523,52.762812,94.861178,81.275769,5391.45919,-5310.18342,3.533729,234.411269,-230.87754,38.305784,1.665469,47.130633,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.521739,0.075361,0.924639,0.478261,?,0.521739,?,?,0.830149,0.535553,?,0.521739,0.002,0,0.01,0,10,0,45454,131513,25493,65.217391,6.702899,'Number of leaves: 32\nSize of the tree: 50\n',50,32,32,?
audiology,10,6,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.69265,0.026797,0.139772,36.979174,73.838697,82.690807,3237.620803,-3154.929996,3.595252,140.766122,-137.170869,51.399371,2.234755,62.158507,0,0,0,0,1,22,1,1,?,0,?,?,0.5,0.043478,0.73913,0.036577,0.963423,0.26087,?,0.73913,?,?,0.879415,0.68187,?,0.73913,0.003,0,0,0,0,0,44452,131513,25493,82.608696,7.427536,'Number of leaves: 29\nSize of the tree: 49\n',49,29,29,?
audiology,10,7,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,14,8,0,63.636364,36.363636,0,0.571776,0.032828,0.15394,45.341995,81.397325,76.152368,3237.836795,-3161.684427,3.461471,147.1744,-143.712929,42.715826,1.941628,56.092578,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.636364,0.059682,0.940318,0.363636,?,0.636364,?,?,0.869261,0.578466,?,0.636364,0.003,0,0,0,0,0,42268,132102,24904,86.363636,7.954545,'Number of leaves: 29\nSize of the tree: 45\n',45,29,29,?
audiology,10,8,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.840964,0.014664,0.086067,20.267309,45.543569,74.152368,1080.665055,-1006.512687,3.370562,49.121139,-45.750577,62.659686,2.848168,84.501261,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.007177,0.992823,0.136364,?,0.863636,?,?,0.967258,0.907369,?,0.863636,0.011,0.001,0,0,0,0,45696,132102,24904,95.454545,6.818182,'Number of leaves: 30\nSize of the tree: 51\n',51,30,30,?
audiology,10,9,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.684964,0.026144,0.138343,36.077164,73.074106,74.385658,2164.239559,-2089.853901,3.381166,98.374525,-94.993359,52.437806,2.383537,70.494511,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.025091,0.974909,0.272727,?,0.727273,?,?,0.913704,0.74736,?,0.727273,0.017,0,0,0,0,0,45454,132102,24904,86.363636,7.954545,'Number of leaves: 32\nSize of the tree: 50\n',50,32,32,?
audiology,10,10,weka.classifiers.trees.J48,'-C 0.5 -M 2',-217733168393644444,20200304.1816,204,22,17,5,0,77.272727,22.727273,0,0.736211,0.021771,0.109487,29.953481,57.642261,78.555583,1084.418695,-1005.863112,3.570708,49.291759,-45.721051,64.559627,2.934529,82.183372,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.772727,0.013887,0.986113,0.227273,?,0.772727,?,?,0.958428,0.818969,?,0.772727,0.01,0,0,0,0,0,41964,132102,24904,95.454545,7.765152,'Number of leaves: 27\nSize of the tree: 45\n',45,27,27,?
audiology,1,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.745575,0.025908,0.129079,35.72091,68.122815,82.860732,46.844345,36.016387,3.602641,2.036711,1.56593,46.965639,2.041984,56.680213,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.006117,0.993883,0.217391,?,0.782609,?,?,0.870365,0.766926,?,0.782609,0.001,0.025,0,0.02,0,20,135634,131513,25493,82.608696,36.231884,?,?,?,?,1
audiology,1,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.846325,0.020045,0.096665,27.541027,50.814901,82.25444,26.277069,55.977372,3.57628,1.142481,2.433799,65.399482,2.843456,79.508756,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.037212,0.962788,0.130435,?,0.869565,?,?,0.924355,0.917194,?,0.869565,0.001,0.021,0,0.02,0,20,135706,131513,25493,91.304348,26.630435,?,?,?,?,1
audiology,1,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.846325,0.017401,0.089836,23.907378,47.224922,82.25444,15.304611,66.949829,3.57628,0.665418,2.910862,66.949829,2.910862,81.393575,0,0,0,0,1,22,1,1,?,0,?,?,0.75,0.083333,0.869565,0.03102,0.96898,0.130435,?,0.869565,?,?,0.981236,0.913043,?,0.869565,0,0.02,0,0.02,0,20,135634,131513,25493,95.652174,32.246377,?,?,?,?,1
audiology,1,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.689189,0.028235,0.136682,38.989516,72.25923,80.105844,50.878486,29.227358,3.482863,2.212108,1.270755,53.021546,2.305285,66.189361,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.055718,0.944282,0.26087,?,0.73913,?,?,0.864007,0.769291,?,0.73913,0.001,0.05,0,0.01,0,10,135658,131513,25493,82.608696,25.181159,?,?,?,?,1
audiology,1,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.684932,0.033862,0.143195,46.740083,75.665422,81.690807,46.344392,35.346415,3.551774,2.014974,1.536801,48.200302,2.095665,59.003337,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.057694,0.942306,0.26087,?,0.73913,?,?,0.888622,0.708966,?,0.73913,0,0.035,0,0.02,0,20,135674,131513,25493,82.608696,32.971014,?,?,?,?,1
audiology,1,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,19,4,0,82.608696,17.391304,0,0.795556,0.019484,0.10503,26.905974,55.525975,80.690807,29.007363,51.683443,3.508296,1.26119,2.247106,60.294541,2.621502,74.722938,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.826087,0.021462,0.978538,0.173913,?,0.826087,?,?,0.934077,0.873036,?,0.826087,0.001,0.03,0,0.02,0,20,135634,131513,25493,91.304348,36.594203,?,?,?,?,1
audiology,1,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,204,22,15,7,0,68.181818,31.818182,0,0.61596,0.026949,0.140749,37.557881,75.179516,70.407585,45.668564,24.739021,3.200345,2.075844,1.124501,46.511188,2.114145,66.059911,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.681818,0.057536,0.942464,0.318182,?,0.681818,?,?,0.890857,0.704779,?,0.681818,0.001,0.022,0,0.02,0,20,136223,132102,24904,81.818182,25.378788,?,?,?,?,1
audiology,1,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.840194,0.022301,0.107166,30.77419,56.606105,73.970621,33.080132,40.890489,3.362301,1.503642,1.858659,54.701672,2.48644,73.950539,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.014354,0.985646,0.136364,?,0.863636,?,?,0.879632,0.845747,?,0.863636,0,0.02,0,0.02,0,20,136279,132102,24904,86.363636,36.174242,?,?,?,?,1
audiology,1,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,204,22,16,6,0,72.727273,27.272727,0,0.676471,0.028809,0.131989,39.554869,69.328278,79.15177,42.665591,36.48618,3.597808,1.939345,1.658463,50.112482,2.27784,63.31189,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.727273,0.051362,0.948638,0.272727,?,0.727273,?,?,0.893137,0.766148,?,0.727273,0,0.024,0,0.02,0,20,136223,132102,24904,86.363636,29.166667,?,?,?,?,1
audiology,1,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,204,22,15,7,0,68.181818,31.818182,0,0.625304,0.034067,0.155412,46.751898,81.590779,80.15177,56.973645,23.178125,3.643262,2.589711,1.053551,44.252187,2.011463,55.210492,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.681818,0.058021,0.941979,0.318182,?,0.681818,?,?,0.837907,0.615341,?,0.681818,0,0.021,0,0.02,0,20,136231,132102,24904,77.272727,34.090909,?,?,?,?,1
audiology,2,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,20,3,0,86.956522,13.043478,0,0.846667,0.017795,0.09644,24.579255,50.997154,80.105844,20.884776,59.221068,3.482863,0.908034,2.574829,64.376021,2.798957,80.3637,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.869565,0.019486,0.980514,0.130435,?,0.869565,?,?,0.979249,0.933718,?,0.869565,0,0.03,0,0.02,0,20,135642,131513,25493,95.652174,31.34058,?,?,?,?,1
audiology,2,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.739819,0.026482,0.127162,36.594053,67.276248,78.690807,41.951855,36.738952,3.421339,1.823994,1.597346,54.525382,2.370669,69.290664,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.054317,0.945683,0.217391,?,0.782609,?,?,0.851842,0.776915,?,0.782609,0,0.039,0,0.02,0,20,135634,131513,25493,86.956522,37.137681,?,?,?,?,1
audiology,2,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.694013,0.029619,0.146347,40.9282,77.425922,78.690807,54.209249,24.481557,3.421339,2.356924,1.064416,47.486694,2.064639,60.345923,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.73913,0.0245,0.9755,0.26087,?,0.73913,?,?,0.853802,0.678901,?,0.73913,0.001,0.02,0,0.02,0,20,135634,131513,25493,82.608696,35.869565,?,?,?,?,1
audiology,2,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,17,6,0,73.913043,26.086957,0,0.689888,0.023737,0.125649,32.764824,66.393866,81.275769,40.41044,40.865329,3.533729,1.756976,1.776753,51.994559,2.260633,63.973014,0,0,0,0,1,22,1,1,?,0,?,?,0.795455,0.1,0.73913,0.039657,0.960343,0.26087,?,0.73913,?,?,0.896402,0.801054,?,0.73913,0,0.034,0,0.02,0,20,135642,131513,25493,82.608696,28.623188,?,?,?,?,1
audiology,2,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,18,5,0,78.26087,21.73913,0,0.736842,0.026316,0.133869,36.308688,70.702751,82.275769,42.977006,39.298764,3.577207,1.868565,1.708642,49.355883,2.145908,59.988358,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.782609,0.045617,0.954383,0.217391,?,0.782609,?,?,0.908642,0.679917,?,0.782609,0,0.025,0,0.02,0,20,135634,131513,25493,82.608696,38.586957,?,?,?,?,1
audiology,2,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,203,23,14,9,0,60.869565,39.130435,0,0.552916,0.039272,0.168261,53.640631,87.871717,87.838805,72.293774,15.545031,3.819078,3.143208,0.675871,42.054954,1.828476,47.877421,?,0,0,0,1,23,?,0,?,?,?,?,?,?,0.608696,0.04649,0.95351,0.391304,?,0.608696,?,?,0.81332,0.649176,?,0.608696,0,0.023,0,0.02,0,20,135714,131513,25493,73.913043,30.797101,?,?,?,?,1
audiology,2,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -X -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1816,204,22,19,3,0,86.363636,13.636364,0,0.837838,0.020787,0.089664,28.724238,47.436075,74.789471,18.942028,55.847443,3.399521,0.861001,2.53852,60.493838,2.74972,80.8855,?,0,0,0,1,22,?,0,?,?,?,?,?,?,0.863636,0.025091,0.974909,0.136364,?,0.863636,?,?,0.955628,0.956612,?,0.863636,0,0.028,0,0.02,0,20,136223,132102,24904,95.454545,32.007576,?,?,?,?,1
