@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

credit-rating,10,weka.classifiers.lazy.IBk,'-K 3 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,194,40,0,82.905983,17.094017,0,0.650485,0.211248,0.38227,42.768455,76.930109,231.912442,268.334681,-36.42224,0.991079,1.146729,-0.155651,134.69411,0.575616,58.079726,0.759615,79,0.115385,15,0.884615,115,0.240385,25,0.840426,0.759615,0.79798,0.652983,0.864423,0.789056,0.82906,0.184829,0.815171,0.17094,0.829872,0.82906,0.827909,0.652983,0.864423,0.822725,0.824916,0.82906,0,0.013,0,0.01,0,10,76545,74528,39674,91.452991,64.529915,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,193,41,0,82.478632,17.521368,0,0.647564,0.222526,0.372597,45.051773,74.98348,231.912442,223.60328,8.309161,0.991079,0.95557,0.035509,130.324075,0.55694,56.195379,0.836538,87,0.184615,24,0.815385,106,0.163462,17,0.783784,0.836538,0.809302,0.64874,0.872596,0.815514,0.824786,0.172863,0.827137,0.175214,0.82712,0.824786,0.825215,0.64874,0.872596,0.83757,0.823623,0.824786,0.001,0.013,0,0.01,0,10,76553,74528,39674,94.444444,70.726496,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,204,30,0,87.179487,12.820513,0,0.739884,0.19051,0.334876,38.569913,67.39246,231.912442,187.687055,44.225386,0.991079,0.802081,0.188997,146.690125,0.626881,63.252374,0.846154,88,0.107692,14,0.892308,116,0.153846,16,0.862745,0.846154,0.854369,0.739996,0.907729,0.841092,0.871795,0.133333,0.866667,0.128205,0.871658,0.871795,0.871662,0.739996,0.907729,0.875482,0.869933,0.871795,0,0.018,0,0,0,0,76553,74528,39674,95.299145,69.871795,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,204,31,0,86.808511,13.191489,0,0.735332,0.186515,0.319958,37.751124,64.356007,233.082553,143.41577,89.666783,0.991841,0.61028,0.381561,148.722619,0.632862,63.806843,0.895238,94,0.153846,20,0.846154,110,0.104762,11,0.824561,0.895238,0.858447,0.737512,0.924579,0.877177,0.868085,0.126693,0.873307,0.131915,0.871322,0.868085,0.868431,0.737512,0.924579,0.899148,0.867471,0.868085,0,0.011,0,0.01,0,10,76396,74371,39831,97.446809,70.851064,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,200,35,0,85.106383,14.893617,0,0.701398,0.20458,0.347425,41.426323,69.94609,232.76744,187.003283,45.764156,0.9905,0.795759,0.194741,139.297044,0.592753,59.84387,0.884615,92,0.175573,23,0.824427,108,0.115385,12,0.8,0.884615,0.840183,0.704507,0.901571,0.834252,0.851064,0.142021,0.857979,0.148936,0.855745,0.851064,0.851541,0.704507,0.901571,0.870096,0.85037,0.851064,0,0.01,0,0.01,0,10,76396,74371,39831,95.744681,70.212766,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,198,37,0,84.255319,15.744681,0,0.682467,0.203517,0.344739,41.211139,69.405432,232.76744,186.56817,46.19927,0.9905,0.793907,0.196593,140.52676,0.597986,60.372172,0.846154,88,0.160305,21,0.839695,110,0.153846,16,0.807339,0.846154,0.826291,0.683096,0.898928,0.846019,0.842553,0.156705,0.843295,0.157447,0.843951,0.842553,0.84287,0.683096,0.898928,0.867951,0.841161,0.842553,0,0.017,0,0.01,0,10,76396,74371,39831,95.744681,71.06383,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,198,36,0,84.615385,15.384615,0,0.687861,0.206518,0.356115,41.810843,71.666595,231.912442,213.859452,18.05299,0.991079,0.913929,0.07715,138.498451,0.591874,59.720147,0.817308,85,0.130769,17,0.869231,113,0.182692,19,0.833333,0.817308,0.825243,0.687965,0.886723,0.837843,0.846154,0.159615,0.840385,0.153846,0.84596,0.846154,0.845994,0.687965,0.886723,0.853756,0.843919,0.846154,0,0.014,0,0.01,0,10,76553,74528,39674,94.444444,69.871795,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,194,41,0,82.553191,17.446809,0,0.649955,0.212019,0.364217,42.913186,73.258115,233.082553,218.812231,14.270322,0.991841,0.931116,0.060725,136.212,0.579626,58.43938,0.847619,89,0.192308,25,0.807692,105,0.152381,16,0.780702,0.847619,0.812785,0.651882,0.882161,0.81089,0.825532,0.170221,0.829779,0.174468,0.828866,0.825532,0.825989,0.651882,0.882161,0.846452,0.824719,0.825532,0,0.014,0,0.01,0,10,76396,74371,39831,94.468085,70,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.68436,0.207586,0.343546,42.026905,69.137255,231.912442,178.519195,53.393246,0.991079,0.762903,0.228176,138.066379,0.590027,59.533839,0.894231,93,0.2,26,0.8,104,0.105769,11,0.781513,0.894231,0.834081,0.690033,0.903328,0.835515,0.84188,0.14765,0.85235,0.15812,0.849754,0.84188,0.842358,0.690033,0.903328,0.871917,0.84153,0.84188,0,0.013,0,0,0,0,76553,74528,39674,96.153846,71.794872,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,206,28,0,88.034188,11.965812,0,0.76,0.187309,0.318975,37.921727,64.192304,231.912442,150.029395,81.883047,0.991079,0.641151,0.349928,147.79938,0.631621,63.730682,0.913462,95,0.146154,19,0.853846,111,0.086538,9,0.833333,0.913462,0.87156,0.762807,0.923188,0.881009,0.880342,0.113034,0.886966,0.119658,0.884259,0.880342,0.880693,0.762807,0.923188,0.897767,0.87978,0.880342,0,0.014,0,0.01,0,10,76553,74528,39674,97.008547,70.726496,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 4 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.6795,0.210787,0.36426,42.675091,73.30586,231.912442,225.690764,6.221677,0.991079,0.96449,0.026588,136.313072,0.582534,58.777818,0.817308,85,0.138462,18,0.861538,112,0.182692,19,0.825243,0.817308,0.821256,0.679525,0.880843,0.815151,0.84188,0.163034,0.836966,0.15812,0.841753,0.84188,0.841801,0.679525,0.880843,0.8446,0.839747,0.84188,0,0.013,0,0.01,0,10,76553,74528,39674,94.017094,69.65812,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.680115,0.212218,0.35848,42.964815,72.142479,231.912442,213.470771,18.441671,0.991079,0.912268,0.078811,136.155716,0.581862,58.709966,0.826923,86,0.146154,19,0.853846,111,0.173077,18,0.819048,0.826923,0.822967,0.680141,0.883506,0.838948,0.84188,0.161111,0.838889,0.15812,0.842057,0.84188,0.841953,0.680141,0.883506,0.85231,0.840055,0.84188,0,0.014,0,0.01,0,10,76561,74528,39674,94.871795,72.435897,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,205,29,0,87.606838,12.393162,0,0.747826,0.190016,0.328131,38.46974,66.034967,231.912442,174.009949,57.902492,0.991079,0.743632,0.247447,147.407183,0.629945,63.561567,0.836538,87,0.092308,12,0.907692,118,0.163462,17,0.878788,0.836538,0.857143,0.748534,0.914312,0.848068,0.876068,0.131838,0.868162,0.123932,0.876169,0.876068,0.875711,0.748534,0.914312,0.885512,0.873854,0.876068,0.001,0.009,0,0.01,0,10,76561,74528,39674,96.153846,72.435897,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,207,28,0,88.085106,11.914894,0,0.759415,0.189209,0.311475,38.296537,62.649743,233.082553,136.570921,96.511632,0.991841,0.581153,0.410688,148.961716,0.63388,63.909423,0.87619,92,0.115385,15,0.884615,115,0.12381,13,0.859813,0.87619,0.867925,0.759527,0.930256,0.892624,0.880851,0.120045,0.879955,0.119149,0.88118,0.880851,0.880951,0.759527,0.930256,0.90788,0.879699,0.880851,0,0.01,0,0.01,0,10,76404,74371,39831,97.87234,74.680851,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,197,38,0,83.829787,16.170213,0,0.670309,0.204515,0.345628,41.413187,69.58442,232.76744,175.631333,57.136107,0.9905,0.747367,0.243132,139.665275,0.59432,60.002067,0.788462,82,0.122137,16,0.877863,115,0.211538,22,0.836735,0.788462,0.811881,0.671219,0.903589,0.846582,0.838298,0.171974,0.828026,0.161702,0.838229,0.838298,0.837706,0.671219,0.903589,0.875656,0.835045,0.838298,0,0.01,0,0.01,0,10,76404,74371,39831,96.595745,72.765957,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,203,32,0,86.382979,13.617021,0,0.722366,0.206216,0.335654,41.757555,67.576398,232.76744,164.927471,67.839969,0.9905,0.701819,0.288681,140.43809,0.597609,60.334079,0.817308,85,0.099237,13,0.900763,118,0.182692,19,0.867347,0.817308,0.841584,0.723347,0.907076,0.866035,0.86383,0.145759,0.854241,0.13617,0.863984,0.86383,0.863332,0.723347,0.907076,0.88106,0.861091,0.86383,0,0.01,0,0.01,0,10,76404,74371,39831,97.021277,75.106383,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,203,31,0,86.752137,13.247863,0,0.728863,0.209656,0.344148,42.446153,69.258228,231.912442,192.361596,39.550845,0.991079,0.822058,0.169021,138.820091,0.593248,59.858837,0.798077,83,0.076923,10,0.923077,120,0.201923,21,0.892473,0.798077,0.84264,0.73226,0.894749,0.860791,0.867521,0.146368,0.853632,0.132479,0.869468,0.867521,0.866511,0.73226,0.894749,0.866916,0.864124,0.867521,0,0.009,0,0.01,0,10,76561,74528,39674,95.726496,74.786325,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,196,39,0,83.404255,16.595745,0,0.664593,0.207066,0.352688,41.910774,70.939167,233.082553,194.955831,38.126722,0.991841,0.829599,0.162241,138.83299,0.590779,59.563871,0.819048,86,0.153846,20,0.846154,110,0.180952,19,0.811321,0.819048,0.815166,0.664617,0.895092,0.827501,0.834043,0.168841,0.831159,0.165957,0.834219,0.834043,0.834115,0.664617,0.895092,0.864068,0.832293,0.834043,0.001,0.009,0,0.01,0,10,76404,74371,39831,95.744681,72.553191,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,200,34,0,85.470085,14.529915,0,0.705769,0.21478,0.34465,43.483478,69.359252,231.912442,169.51175,62.400692,0.991079,0.724409,0.26667,135.667923,0.579777,58.499631,0.836538,87,0.130769,17,0.869231,113,0.163462,17,0.836538,0.836538,0.836538,0.705769,0.901701,0.842427,0.854701,0.148932,0.851068,0.145299,0.854701,0.854701,0.854701,0.705769,0.901701,0.872988,0.852885,0.854701,0,0.01,0,0.01,0,10,76561,74528,39674,97.008547,75.42735,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,204,30,0,87.179487,12.820513,0,0.739884,0.189162,0.317827,38.296853,63.9614,231.912442,152.929762,78.98268,0.991079,0.653546,0.337533,147.414774,0.629978,63.564841,0.846154,88,0.107692,14,0.892308,116,0.153846,16,0.862745,0.846154,0.854369,0.739996,0.924556,0.890781,0.871795,0.133333,0.866667,0.128205,0.871658,0.871795,0.871662,0.739996,0.924556,0.90169,0.869933,0.871795,0,0.01,0,0.01,0,10,76561,74528,39674,97.008547,72.649573,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 5 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,195,39,0,83.333333,16.666667,0,0.660213,0.21478,0.361091,43.483478,72.66807,231.912442,214.961412,16.951029,0.991079,0.918639,0.07244,134.748056,0.575846,58.102987,0.778846,81,0.123077,16,0.876923,114,0.221154,23,0.835052,0.778846,0.80597,0.661444,0.884578,0.825071,0.833333,0.177564,0.822436,0.166667,0.833421,0.833333,0.832616,0.661444,0.884578,0.851823,0.829951,0.833333,0,0.01,0,0.01,0,10,76561,74528,39674,94.871795,72.649573,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.68134,0.21602,0.351838,43.734411,70.805835,231.912442,191.637492,40.27495,0.991079,0.818964,0.172115,135.076574,0.57725,58.244643,0.846154,88,0.161538,21,0.838462,109,0.153846,16,0.807339,0.846154,0.826291,0.681972,0.891938,0.853765,0.84188,0.157265,0.842735,0.15812,0.843262,0.84188,0.842186,0.681972,0.891938,0.864878,0.840597,0.84188,0,0.01,0,0.01,0,10,76569,74528,39674,96.153846,75.641026,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,203,31,0,86.752137,13.247863,0,0.733014,0.198938,0.325936,40.276156,65.593172,231.912442,146.77822,85.134221,0.991079,0.627257,0.363821,143.715197,0.614168,61.969593,0.875,91,0.138462,18,0.861538,112,0.125,13,0.834862,0.875,0.85446,0.733695,0.917012,0.872763,0.867521,0.130983,0.869017,0.132479,0.868828,0.867521,0.867777,0.733695,0.917012,0.893492,0.866446,0.867521,0,0.01,0,0.01,0,10,76569,74528,39674,97.863248,76.923077,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,203,32,0,86.382979,13.617021,0,0.726545,0.201637,0.316975,40.811926,63.755957,233.082553,143.426779,89.655773,0.991841,0.610327,0.381514,143.948992,0.612549,61.758802,0.885714,93,0.153846,20,0.846154,110,0.114286,12,0.823009,0.885714,0.853211,0.728249,0.925897,0.890745,0.86383,0.131962,0.868038,0.13617,0.866507,0.86383,0.864167,0.728249,0.925897,0.903872,0.863113,0.86383,0,0.01,0,0.01,0,10,76412,74371,39831,97.87234,78.723404,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,199,36,0,84.680851,15.319149,0,0.690133,0.203763,0.342224,41.260918,68.898964,232.76744,177.178483,55.588957,0.9905,0.753951,0.236549,140.64793,0.598502,60.424229,0.836538,87,0.145038,19,0.854962,112,0.163462,17,0.820755,0.836538,0.828571,0.690235,0.9048,0.852245,0.846809,0.155308,0.844692,0.153191,0.847212,0.846809,0.846949,0.690235,0.9048,0.878465,0.845055,0.846809,0,0.011,0,0.01,0,10,76412,74371,39831,96.595745,74.255319,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,200,35,0,85.106383,14.893617,0,0.699038,0.208015,0.327783,42.121966,65.991655,232.76744,133.09727,99.67017,0.9905,0.566371,0.424128,139.694418,0.594444,60.014587,0.846154,88,0.145038,19,0.854962,112,0.153846,16,0.82243,0.846154,0.834123,0.69927,0.920985,0.878429,0.851064,0.149948,0.850052,0.148936,0.851735,0.851064,0.85126,0.69927,0.920985,0.900083,0.849494,0.851064,0,0.01,0,0.01,0,10,76412,74371,39831,98.723404,78.510638,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,200,34,0,85.470085,14.529915,0,0.704633,0.218155,0.34452,44.166693,69.333263,231.912442,189.714387,42.198055,0.991079,0.810745,0.180334,135.358946,0.578457,58.366401,0.817308,85,0.115385,15,0.884615,115,0.182692,19,0.85,0.817308,0.833333,0.705059,0.893084,0.868515,0.854701,0.152778,0.847222,0.145299,0.854561,0.854701,0.854377,0.705059,0.893084,0.867821,0.852273,0.854701,0,0.011,0,0.01,0,10,76569,74528,39674,96.153846,78.632479,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,197,38,0,83.829787,16.170213,0,0.675273,0.212976,0.351254,43.107015,70.650775,233.082553,190.663227,42.419326,0.991841,0.811333,0.180508,136.640406,0.581449,58.623181,0.857143,90,0.176923,23,0.823077,107,0.142857,15,0.79646,0.857143,0.825688,0.676856,0.895824,0.832156,0.838298,0.158078,0.841922,0.161702,0.841041,0.838298,0.838698,0.676856,0.895824,0.86669,0.837447,0.838298,0.001,0.01,0,0.01,0,10,76412,74371,39831,96.170213,75.319149,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,203,31,0,86.752137,13.247863,0,0.734032,0.209614,0.333319,42.437565,67.079109,231.912442,158.726404,73.186038,0.991079,0.678318,0.312761,138.649506,0.592519,59.785281,0.894231,93,0.153846,20,0.846154,110,0.105769,11,0.823009,0.894231,0.857143,0.736231,0.910429,0.863637,0.867521,0.127137,0.872863,0.132479,0.870832,0.867521,0.867894,0.736231,0.910429,0.885613,0.866818,0.867521,0,0.011,0,0.01,0,10,76569,74528,39674,97.435897,77.991453,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,201,33,0,85.897436,14.102564,0,0.715789,0.196091,0.31969,39.69978,64.336287,231.912442,141.868955,90.043487,0.991079,0.606278,0.384801,144.360301,0.616924,62.247761,0.865385,90,0.146154,19,0.853846,111,0.134615,14,0.825688,0.865385,0.84507,0.716454,0.925222,0.898317,0.858974,0.139744,0.860256,0.141026,0.860306,0.858974,0.859247,0.716454,0.925222,0.905868,0.857829,0.858974,0,0.01,0,0.01,0,10,76569,74528,39674,97.863248,76.068376,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 6 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,198,36,0,84.615385,15.384615,0,0.68906,0.216731,0.356025,43.878505,71.648472,231.912442,193.644081,38.268361,0.991079,0.827539,0.16354,134.272918,0.573816,57.898109,0.836538,87,0.146154,19,0.853846,111,0.163462,17,0.820755,0.836538,0.828571,0.689162,0.888166,0.85136,0.846154,0.155769,0.844231,0.153846,0.846551,0.846154,0.84629,0.689162,0.888166,0.86163,0.844518,0.846154,0,0.01,0.01,0.01,10,10,76569,74528,39674,96.153846,75.854701,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.677638,0.220566,0.354726,44.654825,71.387168,231.912442,196.157873,35.754568,0.991079,0.838282,0.152797,133.070085,0.568676,57.37945,0.788462,82,0.115385,15,0.884615,115,0.211538,22,0.845361,0.788462,0.81592,0.678902,0.887944,0.852148,0.84188,0.168803,0.831197,0.15812,0.842058,0.84188,0.8412,0.678902,0.887944,0.861765,0.838672,0.84188,0.001,0.013,0,0.01,0,10,76577,74528,39674,96.153846,77.350427,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,203,31,0,86.752137,13.247863,0,0.730955,0.201652,0.322691,40.825644,64.940275,231.912442,131.923201,99.98924,0.991079,0.563774,0.427304,142.763572,0.610101,61.559255,0.836538,87,0.107692,14,0.892308,116,0.163462,17,0.861386,0.836538,0.84878,0.731203,0.919675,0.89154,0.867521,0.138675,0.861325,0.132479,0.867383,0.867521,0.867308,0.731203,0.919675,0.9011,0.865455,0.867521,0.001,0.016,0,0.01,0,10,76577,74528,39674,98.717949,79.91453,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,207,28,0,88.085106,11.914894,0,0.758974,0.200188,0.314509,40.518693,63.259911,233.082553,144.744539,88.338014,0.991841,0.615934,0.375906,145.270336,0.618172,62.325701,0.866667,91,0.107692,14,0.892308,116,0.133333,14,0.866667,0.866667,0.866667,0.758974,0.924249,0.892213,0.880851,0.121877,0.878123,0.119149,0.880851,0.880851,0.880851,0.758974,0.924249,0.902784,0.879487,0.880851,0,0.013,0,0.01,0,10,76420,74371,39831,97.87234,80.638298,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,200,35,0,85.106383,14.893617,0,0.697243,0.205656,0.334429,41.644207,67.329665,232.76744,161.058418,71.709022,0.9905,0.685355,0.305145,140.639389,0.598465,60.420559,0.817308,85,0.122137,16,0.877863,115,0.182692,19,0.841584,0.817308,0.829268,0.697478,0.910305,0.865761,0.851064,0.155894,0.844106,0.148936,0.850852,0.851064,0.850817,0.697478,0.910305,0.886738,0.848596,0.851064,0,0.016,0,0.01,0,10,76420,74371,39831,97.446809,77.659574,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,205,30,0,87.234043,12.765957,0,0.739718,0.208086,0.324961,42.136285,65.423424,232.76744,126.094086,106.673353,0.9905,0.536571,0.453929,140.308295,0.597057,60.278317,0.826923,86,0.091603,12,0.908397,119,0.173077,18,0.877551,0.826923,0.851485,0.740722,0.922857,0.887317,0.87234,0.13702,0.86298,0.12766,0.872569,0.87234,0.871874,0.740722,0.922857,0.904601,0.869772,0.87234,0,0.019,0,0.01,0,10,76420,74371,39831,99.148936,80.425532,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,202,32,0,86.324786,13.675214,0,0.719298,0.212634,0.33149,43.04904,66.710936,231.912442,161.025459,70.886983,0.991079,0.688143,0.302936,138.043943,0.589931,59.524165,0.778846,81,0.069231,9,0.930769,121,0.221154,23,0.9,0.778846,0.835052,0.724784,0.910022,0.888323,0.863248,0.153632,0.846368,0.136752,0.866821,0.863248,0.861807,0.724784,0.910022,0.888657,0.859132,0.863248,0.001,0.017,0,0.01,0,10,76577,74528,39674,97.435897,80.982906,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,195,40,0,82.978723,17.021277,0,0.656934,0.214769,0.346537,43.469831,69.702078,233.082553,183.740023,49.342529,0.991841,0.781872,0.209968,136.291244,0.579963,58.473379,0.828571,87,0.169231,22,0.830769,108,0.171429,18,0.798165,0.828571,0.813084,0.657321,0.899194,0.842857,0.829787,0.170447,0.829553,0.170213,0.830791,0.829787,0.830048,0.657321,0.899194,0.872196,0.828417,0.829787,0,0.017,0,0.01,0,10,76420,74371,39831,96.595745,78.510638,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,201,33,0,85.897436,14.102564,0,0.715244,0.216905,0.336061,43.913693,67.630825,231.912442,163.420537,68.491904,0.991079,0.698378,0.2927,135.923943,0.580872,58.610026,0.855769,89,0.138462,18,0.861538,112,0.144231,15,0.831776,0.855769,0.843602,0.715484,0.906546,0.857708,0.858974,0.141667,0.858333,0.141026,0.859617,0.858974,0.859154,0.715484,0.906546,0.881498,0.857599,0.858974,0,0.015,0.01,0,10,0,76577,74528,39674,97.435897,80.555556,?
