@attribute UserCPU_Time_training numeric
@attribute UserCPU_Time_testing numeric
@attribute UserCPU_Time_millis_training numeric
@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string

@data

credit-rating,9,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,200,34,0,85.470085,14.529915,0,0.704633,0.205923,0.326319,41.690298,65.670364,231.912442,148.273613,83.638829,0.991079,0.633648,0.357431,140.210566,0.59919,60.458406,0.817308,85,0.115385,15,0.884615,115,0.182692,19,0.85,0.817308,0.833333,0.705059,0.919083,0.891536,0.854701,0.152778,0.847222,0.145299,0.854561,0.854701,0.854377,0.705059,0.919083,0.899373,0.852273,0.854701,0,0.011,0,0.01,0,10,76577,74528,39674,97.863248,79.059829,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 7 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,194,40,0,82.905983,17.094017,0,0.65251,0.225447,0.358638,45.643001,72.174368,231.912442,191.966458,39.945983,0.991079,0.820369,0.170709,130.891478,0.559365,56.440041,0.788462,82,0.138462,18,0.861538,112,0.211538,22,0.82,0.788462,0.803922,0.652904,0.883802,0.845016,0.82906,0.17906,0.82094,0.17094,0.828789,0.82906,0.828679,0.652904,0.883802,0.85731,0.826203,0.82906,0.001,0.01,0,0.01,0,10,76577,74528,39674,96.581197,79.273504,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,198,36,0,84.615385,15.384615,0,0.68906,0.222374,0.351261,45.020992,70.6897,231.912442,197.292793,34.619649,0.991079,0.843132,0.147947,132.878404,0.567856,57.296798,0.836538,87,0.146154,19,0.853846,111,0.163462,17,0.820755,0.836538,0.828571,0.689162,0.889756,0.856176,0.846154,0.155769,0.844231,0.153846,0.846551,0.846154,0.84629,0.689162,0.889756,0.863802,0.844518,0.846154,0.001,0.011,0,0.01,0,10,76585,74528,39674,96.153846,79.487179,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,205,29,0,87.606838,12.393162,0,0.74976,0.200485,0.315954,40.589294,63.584353,231.912442,129.962224,101.950217,0.991079,0.555394,0.435685,143.93533,0.615108,62.064514,0.875,91,0.123077,16,0.876923,114,0.125,13,0.850467,0.875,0.862559,0.750012,0.924482,0.900361,0.876068,0.124145,0.875855,0.123932,0.876673,0.876068,0.876226,0.750012,0.924482,0.907282,0.874859,0.876068,0.001,0.01,0,0.02,0,20,76585,74528,39674,98.717949,82.051282,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,207,28,0,88.085106,11.914894,0,0.760291,0.207607,0.31791,42.020361,63.944001,233.082553,149.732681,83.349872,0.991841,0.63716,0.35468,142.506022,0.606409,61.139721,0.895238,94,0.130769,17,0.869231,113,0.104762,11,0.846847,0.895238,0.87037,0.761296,0.919011,0.887068,0.880851,0.116382,0.883618,0.119149,0.882496,0.880851,0.881099,0.761296,0.919011,0.896766,0.880067,0.880851,0,0.011,0,0.01,0,10,76428,74371,39831,97.87234,83.617021,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,202,33,0,85.957447,14.042553,0,0.716236,0.210797,0.333612,42.68528,67.1651,232.76744,163.48381,69.283629,0.9905,0.695676,0.294824,139.015368,0.591555,59.722858,0.855769,89,0.137405,18,0.862595,113,0.144231,15,0.831776,0.855769,0.843602,0.716474,0.90858,0.868812,0.859574,0.14121,0.85879,0.140426,0.860226,0.859574,0.859759,0.716474,0.90858,0.885934,0.858094,0.859574,0,0.011,0,0.01,0,10,76428,74371,39831,97.446809,81.06383,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,202,33,0,85.957447,14.042553,0,0.716236,0.214519,0.32971,43.438835,66.379547,232.76744,130.751037,102.016403,0.9905,0.556387,0.434112,137.495608,0.585088,59.069949,0.855769,89,0.137405,18,0.862595,113,0.144231,15,0.831776,0.855769,0.843602,0.716474,0.917792,0.880255,0.859574,0.14121,0.85879,0.140426,0.860226,0.859574,0.859759,0.716474,0.917792,0.899211,0.858094,0.859574,0,0.011,0,0.01,0,10,76428,74371,39831,99.148936,82.765957,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,198,36,0,84.615385,15.384615,0,0.686654,0.217569,0.335026,44.04818,67.422555,231.912442,165.136684,66.775757,0.991079,0.705712,0.285366,135.811296,0.58039,58.561453,0.798077,83,0.115385,15,0.884615,115,0.201923,21,0.846939,0.798077,0.821782,0.687592,0.906065,0.886489,0.846154,0.163462,0.836538,0.153846,0.846188,0.846154,0.845604,0.687592,0.906065,0.885432,0.843222,0.846154,0,0.011,0,0.01,0,10,76585,74528,39674,97.435897,83.119658,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,197,38,0,83.829787,16.170213,0,0.675273,0.219835,0.345261,44.495207,69.445342,233.082553,186.66826,46.414293,0.991841,0.794333,0.197508,134.757302,0.573435,57.815268,0.857143,90,0.176923,23,0.823077,107,0.142857,15,0.79646,0.857143,0.825688,0.676856,0.89685,0.838288,0.838298,0.158078,0.841922,0.161702,0.841041,0.838298,0.838698,0.676856,0.89685,0.869068,0.837447,0.838298,0,0.011,0,0.01,0,10,76428,74371,39831,96.595745,81.914894,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,203,31,0,86.752137,13.247863,0,0.733524,0.217569,0.329809,44.04818,66.372664,231.912442,145.979162,85.93328,0.991079,0.623843,0.367236,135.937164,0.580928,58.615727,0.884615,92,0.146154,19,0.853846,111,0.115385,12,0.828829,0.884615,0.855814,0.734856,0.914645,0.871816,0.867521,0.12906,0.87094,0.132479,0.869723,0.867521,0.867845,0.734856,0.914645,0.893203,0.866642,0.867521,0,0.011,0,0.01,0,10,76585,74528,39674,98.290598,83.119658,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,204,30,0,87.179487,12.820513,0,0.740385,0.209027,0.326346,42.318737,65.67568,231.912442,150.705895,81.206546,0.991079,0.644042,0.347037,139.549683,0.596366,60.173435,0.855769,89,0.115385,15,0.884615,115,0.144231,15,0.855769,0.855769,0.855769,0.740385,0.918121,0.893176,0.871795,0.13141,0.86859,0.128205,0.871795,0.871795,0.871795,0.740385,0.918121,0.8994,0.870192,0.871795,0,0.017,0,0.01,0,10,76585,74528,39674,97.863248,80.982906,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 8 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,196,38,0,83.760684,16.239316,0,0.67052,0.226646,0.358965,45.885714,72.240151,231.912442,195.13018,36.782261,0.991079,0.83389,0.157189,130.761416,0.558809,56.383959,0.807692,84,0.138462,18,0.861538,112,0.192308,20,0.823529,0.807692,0.815534,0.670621,0.881546,0.841601,0.837607,0.168376,0.831624,0.162393,0.837394,0.837607,0.837438,0.670621,0.881546,0.854634,0.835248,0.837607,0,0.016,0,0.01,0,10,76585,74528,39674,96.581197,80.982906,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,201,33,0,85.897436,14.102564,0,0.713597,0.222358,0.348485,45.01757,70.131149,231.912442,190.132878,41.779564,0.991079,0.812534,0.178545,133.168565,0.569096,57.421915,0.826923,86,0.115385,15,0.884615,115,0.173077,18,0.851485,0.826923,0.839024,0.713839,0.891161,0.868734,0.858974,0.147436,0.852564,0.141026,0.858805,0.858974,0.858747,0.713839,0.891161,0.868117,0.856775,0.858974,0.001,0.016,0,0.01,0,10,76593,74528,39674,96.581197,80.982906,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,207,27,0,88.461538,11.538462,0,0.766121,0.201,0.314691,40.693698,63.330285,231.912442,131.044645,100.867796,0.991079,0.56002,0.431059,144.005246,0.615407,62.094662,0.865385,90,0.1,13,0.9,117,0.134615,14,0.873786,0.865385,0.869565,0.76615,0.923964,0.90088,0.884615,0.119231,0.880769,0.115385,0.884533,0.884615,0.884558,0.76615,0.923964,0.907083,0.883058,0.884615,0.001,0.012,0,0.01,0,10,76593,74528,39674,98.717949,83.760684,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,208,27,0,88.510638,11.489362,0,0.768219,0.210071,0.317106,42.518923,63.782196,233.082553,143.307434,89.775118,0.991841,0.609819,0.382022,141.625623,0.602662,60.762001,0.885714,93,0.115385,15,0.884615,115,0.114286,12,0.861111,0.885714,0.873239,0.768474,0.918901,0.892927,0.885106,0.114777,0.885223,0.114894,0.885673,0.885106,0.885245,0.768474,0.918901,0.8977,0.884091,0.885106,0,0.019,0,0.01,0,10,76436,74371,39831,98.297872,85.957447,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,200,35,0,85.106383,14.893617,0,0.697243,0.212906,0.336071,43.112336,67.660176,232.76744,166.462785,66.304654,0.9905,0.708352,0.282147,137.947557,0.587011,59.264112,0.817308,85,0.122137,16,0.877863,115,0.182692,19,0.841584,0.817308,0.829268,0.697478,0.905351,0.867606,0.851064,0.155894,0.844106,0.148936,0.850852,0.851064,0.850817,0.697478,0.905351,0.882737,0.848596,0.851064,0,0.017,0,0.01,0,10,76436,74371,39831,97.446809,81.914894,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,203,32,0,86.382979,13.617021,0,0.723468,0.217159,0.327612,43.973594,65.95728,232.76744,131.188634,101.578806,0.9905,0.55825,0.43225,136.79068,0.582088,58.767103,0.836538,87,0.114504,15,0.885496,116,0.163462,17,0.852941,0.836538,0.84466,0.723576,0.918453,0.882332,0.86383,0.141795,0.858205,0.13617,0.863666,0.86383,0.863685,0.723576,0.918453,0.899956,0.861724,0.86383,0,0.013,0,0.01,0,10,76436,74371,39831,99.148936,85.319149,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,200,34,0,85.470085,14.529915,0,0.702913,0.218561,0.32791,44.248882,65.990546,231.912442,147.881942,84.0305,0.991079,0.631974,0.359105,136.04864,0.581404,58.663795,0.788462,82,0.092308,12,0.907692,118,0.211538,22,0.87234,0.788462,0.828283,0.705611,0.911834,0.902718,0.854701,0.158547,0.841453,0.145299,0.855961,0.854701,0.853722,0.705611,0.911834,0.89471,0.851178,0.854701,0,0.018,0,0.01,0,10,76593,74528,39674,98.290598,86.324786,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,198,37,0,84.255319,15.744681,0,0.682954,0.222358,0.345016,45.005877,69.396092,233.082553,181.205559,51.876994,0.991841,0.771087,0.220753,134.04896,0.570421,57.511366,0.847619,89,0.161538,21,0.838462,109,0.152381,16,0.809091,0.847619,0.827907,0.683581,0.895201,0.839828,0.842553,0.156473,0.843527,0.157447,0.843892,0.842553,0.84284,0.683581,0.895201,0.868474,0.841404,0.842553,0,0.016,0,0.01,0,10,76436,74371,39831,97.021277,83.617021,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,199,35,0,85.042735,14.957265,0,0.696824,0.219035,0.331189,44.344968,66.650452,231.912442,147.726341,84.1861,0.991079,0.631309,0.35977,135.107147,0.577381,58.257826,0.826923,86,0.130769,17,0.869231,113,0.173077,18,0.834951,0.826923,0.830918,0.69685,0.913055,0.870459,0.850427,0.154274,0.845726,0.149573,0.850309,0.850427,0.850353,0.69685,0.913055,0.891849,0.848409,0.850427,0,0.014,0,0.02,0,20,76593,74528,39674,98.290598,83.974359,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,206,28,0,88.034188,11.965812,0,0.756757,0.212865,0.328388,43.095849,66.086669,231.912442,154.332836,77.579605,0.991079,0.659542,0.331537,138.482369,0.591805,59.713213,0.846154,88,0.092308,12,0.907692,118,0.153846,16,0.88,0.846154,0.862745,0.757214,0.914608,0.889643,0.880342,0.126496,0.873504,0.119658,0.880332,0.880342,0.880075,0.757214,0.914608,0.895787,0.878342,0.880342,0,0.017,0,0.01,0,10,76593,74528,39674,97.863248,82.692308,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 9 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.678261,0.233748,0.360828,47.323635,72.615128,231.912442,183.086805,48.825637,0.991079,0.782422,0.208657,127.872041,0.546462,55.138069,0.798077,83,0.123077,16,0.876923,114,0.201923,21,0.838384,0.798077,0.817734,0.678903,0.880251,0.845309,0.84188,0.16688,0.83312,0.15812,0.841751,0.84188,0.841425,0.678903,0.880251,0.855618,0.839056,0.84188,0,0.018,0,0.01,0,10,76593,74528,39674,97.435897,83.333333,?
credit-rating,1,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,197,37,0,84.188034,15.811966,0,0.680729,0.224053,0.348857,45.360758,70.205891,231.912442,183.762017,48.150425,0.991079,0.785308,0.205771,132.167382,0.564818,56.990208,0.836538,87,0.153846,20,0.846154,110,0.163462,17,0.813084,0.836538,0.824645,0.680957,0.89216,0.869507,0.84188,0.159188,0.840812,0.15812,0.842561,0.84188,0.842082,0.680957,0.89216,0.870478,0.840338,0.84188,0,0.017,0,0.02,0,20,76601,74528,39674,97.008547,82.051282,?
credit-rating,2,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,205,29,0,87.606838,12.393162,0,0.750239,0.205257,0.316771,41.555566,63.748809,231.912442,134.066517,97.845924,0.991079,0.572934,0.418145,142.229601,0.607819,61.329008,0.884615,92,0.130769,17,0.869231,113,0.115385,12,0.844037,0.884615,0.86385,0.750936,0.92071,0.895801,0.876068,0.122222,0.877778,0.123932,0.87735,0.876068,0.876308,0.750936,0.92071,0.90242,0.875062,0.876068,0,0.019,0,0.01,0,10,76601,74528,39674,98.717949,86.111111,?
credit-rating,3,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,207,28,0,88.085106,11.914894,0,0.760291,0.212041,0.317042,42.917817,63.769348,233.082553,144.728994,88.353558,0.991841,0.615868,0.375973,140.953315,0.599801,60.473559,0.895238,94,0.130769,17,0.869231,113,0.104762,11,0.846847,0.895238,0.87037,0.761296,0.917912,0.894665,0.880851,0.116382,0.883618,0.119149,0.882496,0.880851,0.881099,0.761296,0.917912,0.897235,0.880067,0.880851,0,0.018,0,0.01,0,10,76444,74371,39831,98.297872,87.021277,?
credit-rating,4,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,200,35,0,85.106383,14.893617,0,0.699631,0.217571,0.338763,44.056928,68.202319,232.76744,169.9241,62.84334,0.9905,0.723081,0.267418,136.06072,0.578982,58.453502,0.855769,89,0.152672,20,0.847328,111,0.144231,15,0.816514,0.855769,0.835681,0.700276,0.901974,0.86302,0.851064,0.147966,0.852034,0.148936,0.852435,0.851064,0.851363,0.700276,0.901974,0.878889,0.849747,0.851064,0,0.02,0,0.01,0,10,76444,74371,39831,97.446809,83.404255,?
credit-rating,5,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,203,32,0,86.382979,13.617021,0,0.725106,0.223526,0.329865,45.262749,66.410867,232.76744,125.967341,106.800099,0.9905,0.536031,0.454469,134.163177,0.570907,57.638292,0.865385,90,0.137405,18,0.862595,113,0.134615,14,0.833333,0.865385,0.849057,0.725534,0.916985,0.886331,0.86383,0.13585,0.86415,0.13617,0.86479,0.86383,0.864059,0.725534,0.916985,0.900887,0.862513,0.86383,0,0.015,0,0.01,0,10,76444,74371,39831,99.574468,87.234043,?
credit-rating,6,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,202,32,0,86.324786,13.675214,0,0.723077,0.222771,0.330439,45.101313,66.49944,231.912442,150.779159,81.133283,0.991079,0.644355,0.346723,134.407509,0.574391,57.956144,0.846154,88,0.123077,16,0.876923,114,0.153846,16,0.846154,0.846154,0.846154,0.723077,0.90784,0.901795,0.863248,0.140171,0.859829,0.136752,0.863248,0.863248,0.863248,0.723077,0.90784,0.890359,0.861538,0.863248,0,0.011,0,0.01,0,10,76601,74528,39674,98.290598,88.247863,?
credit-rating,7,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,455,235,199,36,0,84.680851,15.319149,0,0.692922,0.225227,0.346585,45.58664,69.711607,233.082553,183.93864,49.143913,0.991841,0.782718,0.209123,132.935472,0.565683,57.033643,0.87619,92,0.176923,23,0.823077,107,0.12381,13,0.8,0.87619,0.836364,0.695457,0.892601,0.838536,0.846809,0.147541,0.852459,0.153191,0.850709,0.846809,0.847226,0.695457,0.892601,0.865683,0.846182,0.846809,0,0.012,0,0.01,0,10,76444,74371,39831,97.021277,85.531915,?
credit-rating,8,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,200,34,0,85.470085,14.529915,0,0.706334,0.221917,0.330309,44.92835,66.473316,231.912442,140.365909,91.546532,0.991079,0.599854,0.391224,133.903605,0.572238,57.738862,0.846154,88,0.138462,18,0.861538,112,0.153846,16,0.830189,0.846154,0.838095,0.706439,0.917197,0.873234,0.854701,0.147009,0.852991,0.145299,0.855084,0.854701,0.85483,0.706439,0.917197,0.89734,0.853156,0.854701,0,0.012,0,0.01,0,10,76601,74528,39674,98.717949,85.683761,?
credit-rating,9,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,204,30,0,87.179487,12.820513,0,0.740385,0.215082,0.329399,43.544644,66.290052,231.912442,156.379184,75.533257,0.991079,0.668287,0.322792,137.673772,0.588349,59.364548,0.855769,89,0.115385,15,0.884615,115,0.144231,15,0.855769,0.855769,0.855769,0.740385,0.913388,0.886341,0.871795,0.13141,0.86859,0.128205,0.871795,0.871795,0.871795,0.740385,0.913388,0.89419,0.870192,0.871795,0,0.018,0,0.01,0,10,76601,74528,39674,97.863248,83.974359,?
credit-rating,10,weka.classifiers.lazy.IBk,'-K 10 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"',-3080186098777067172,20200304.1748,456,234,196,38,0,83.760684,16.239316,0,0.67052,0.235159,0.357567,47.609281,71.958847,231.912442,173.875581,58.036861,0.991079,0.743058,0.248021,127.388547,0.544396,54.929587,0.807692,84,0.138462,18,0.861538,112,0.192308,20,0.823529,0.807692,0.815534,0.670621,0.884504,0.856003,0.837607,0.168376,0.831624,0.162393,0.837394,0.837607,0.837438,0.670621,0.884504,0.862704,0.835248,0.837607,0,0.012,0,0.01,0,10,76601,74528,39674,97.863248,85.683761,?
